corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,relation
cnc,train_03_240,1030,0,cnc_train_03_240_1030_0,"Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup .","[""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and <ARG1>replacing Jammu and Kashmir Police by CRPF</ARG1> <SIG0>for</SIG0> <ARG0>security of the NIT campus</ARG0> , which has been gripped by tension following clashes in the wake of India 's loss to West Indies in the World T 20 Cup ."", ""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of <ARG1>the NIT campus , which has been gripped by tension</ARG1> <SIG0>following</SIG0> <ARG0>clashes</ARG0> in the wake of India 's loss to West Indies in the World T 20 Cup ."", ""Earlier , in a letter to the HRD ministry through NIT administration , the students had demanded hoisting of national flag , action against staff involved in anti-national activities and replacing Jammu and Kashmir Police by CRPF for security of the NIT campus , which has been gripped by tension following <ARG1>clashes</ARG1> <SIG0>in the wake of</SIG0> <ARG0>India 's loss to West Indies in the World T 20 Cup</ARG0> .""]",3,cause
GPT3,train1223,1224,0,intend_GPT_0_01224,"The government passed a law to increase access to financial services, in an effort to reduce poverty.","[""The government <ARG0>passed</ARG0> a law to increase access to financial services, in an effort to <ARG1>reduce</ARG1> poverty.""]",1,intend
cnc,train_05_69,1183,0,cnc_train_05_69_1183_0,"Lam called a rare press conference early on Tuesday to condemn the “ extremely violent ” storming of the legislature , which she described as “ heartbreaking and shocking ” .","['<ARG1>Lam called a rare press conference early on Tuesday</ARG1> <ARG0><SIG0>to</SIG0> condemn the “ extremely violent ” storming of the legislature</ARG0> , which she described as “ heartbreaking and shocking ” .']",1,cause
NEWS,train47,48,0,intend_our_data_0_048,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ","[""General Motors Corp. wants to <ARG0>buy</ARG0> as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for <ARG1>control</ARG1> of the British car maker.""]",1,intend
NEWS,train142,143,0,cause_our_data_0_0143,"A group of investors led by Giant Group Ltd. and its chairman, Burt Sugarman, said it filed with federal antitrust regulators for clearance to buy more than 50% of the stock of Rally's Inc., a fast-food company based in Louisville, Ky.    Rally's operates and franchises about 160 fast-food restaurants throughout the U.S. The company went public earlier this month, offering 1,745,000 shares of common stock at $15 a share. ","[""A group of investors led by Giant Group Ltd. and its chairman, Burt Sugarman, said it <ARG0>filed</ARG0> with federal antitrust regulators for clearance to <ARG1>buy</ARG1> more than 50% of the stock of Rallys Inc., a fast-food company based in Louisville, Ky.    Rallys operates and franchises about 160 fast-food restaurants throughout the U.S. The company went public earlier this month, offering 1,745,000 shares of common stock at $15 a share.""]",1,cause
cnc,train_07_22,117,0,cnc_train_07_22_117_0,Several of the protesters had banners and placards .,[],0,0
NEWS,train74,75,0,cause_our_data_0_075,"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ","[""Though Mr. Packer has since sold his stake, Courtaulds is <ARG0>moving</ARG0> to <ARG1>keep</ARG1> its institutional shareholders happy.""]",1,cause
cnc,train_05_128,3172,0,cnc_train_05_128_3172_0,"A petition started by a Chinese student demanding an investigation into the case has so far garnered more than 170,000 signatures .","['<ARG1>A petition started by a Chinese student</ARG1> <ARG0><SIG0>demanding</SIG0> an investigation into the case</ARG0> has so far garnered more than 170,000 signatures .']",1,cause
AFPNEWS,train157,158,0,prevent_our_data_0_0158,"""To avoid further interruptions in the service, they chose to leave 'the fork' which prevents the emergency brake from working.""","[""To avoid further interruptions in the service, they chose to leave the <ARG0>fork</ARG0> which <SIG0>prevent</SIG0>s the emergency <ARG1>brake</ARG1> from working.""]",1,prevent
cnc,train_02_265,388,0,cnc_train_02_265_388_0,"K D Pawar , Mohan Kate , Mohan Pawar , Dagdu Patil , Shankar Tadake , Trupti Desai , Ramesh Sharma , S B Repale , Kailash Mankar and Mangesh Patil , were among those who fasted on Thursday .",[],0,0
NEWS,train137,138,0,cause_our_data_0_0138,"They've been given a mandate from Switzerland"" to expand their U.S. chocolate operations. ","[""Theyve been <ARG0>given</ARG0> a mandate from Switzerland to <ARG1>expand</ARG1> their U.S. chocolate operations.""]",1,cause
cnc,train_03_6,331,0,cnc_train_03_6_331_0,There was a shutdown in various towns in Jammu regions against the incident .,['<ARG1>There was a shutdown in various towns in Jammu regions</ARG1> <ARG0>against the incident</ARG0> .'],1,cause
cnc,train_10_231,2972,0,cnc_train_10_231_2972_0,"August 10 , 2016 00:00 IST Seven trade unions and employee federations of Central and State governments on Tuesday staged a dharna at the Collector ’ s office protesting dilution of labour laws , allowing FDI from 49 to 100 per cent in defence , railways , insurance , multi brand retail sale , banking sectors .","['August 10 , 2016 00:00 IST <ARG1>Seven trade unions and employee federations of Central and State governments on Tuesday staged a dharna at the Collector ’ s office</ARG1> <ARG0><SIG0>protesting</SIG0> dilution of labour laws , allowing FDI from 49 to 100 per cent in defence , railways , insurance , multi brand retail sale , banking sectors</ARG0> .']",1,cause
cnc,train_07_0,526,0,cnc_train_07_0_526_0,The party workers were also involved in a similar incident last Sunday when they manhandled a news channel cameraman while shooting the fighting of a few Congress workers outside the District Congress Committee office .,[],0,0
cnc,train_09_A_78,262,0,cnc_train_09_A_78_262_0,"The BJP CM of Maharashtra and other ministers should have at least condemned the act , "" an editorial in Sena mouthpiece ' Saamana ' said .",[],0,0
cnc,train_08_303,263,0,cnc_train_08_303_263_0,"Jagan ’ s indefinite fast was broken on Saturday afternoon , when his condition started deteriorating .","['<ARG1>Jagan ’ s indefinite fast was broken on Saturday afternoon</ARG1> , when <ARG0>his condition started deteriorating</ARG0> .']",1,cause
GPT3,train1041,1042,0,intend_GPT_0_01042,The government passed a new law to protect the rights of women in an effort to promote gender equality.,"[""The government <ARG0>passed</ARG0> a new law to protect the rights of women in an effort to <ARG1>promote</ARG1> gender equality.""]",1,intend
cnc,train_08_238,3164,0,cnc_train_08_238_3164_0,Fasting Jagan denied mulakats 27th August 2013 11:23 AM The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest against state division continued on the second day on Monday .,"['Fasting Jagan denied mulakats 27th August 2013 11:23 AM <ARG1>The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest</ARG1> <ARG0>against state division</ARG0> continued on the second day on Monday .', 'Fasting Jagan denied mulakats 27th August 2013 11:23 AM <ARG1>The indefinite fast of YSR Congress chief YS Jaganmohan Reddy</ARG1> in <ARG0>protest against state division</ARG0> continued on the second day on Monday .']",2,cause
cnc,train_08_222,1840,0,cnc_train_08_222_1840_0,"More than 1,200 permanent and 600 casual workers are protesting for their jobs and salaries .","['<ARG1>More than 1,200 permanent and 600 casual workers are protesting</ARG1> <SIG0>for</SIG0> <ARG0>their jobs and salaries</ARG0> .']",1,cause
cnc,train_10_77,905,0,cnc_train_10_77_905_0,"Nzuza on Monday denied this happened , and said he never saw Mr X during the unrest .",[],0,0
NEWS,train133,134,0,0_our_data_0_0134,"In the past 20 months alone, Paul E. Lego, president and chief operating officer, said the divestiture of $300 million of slow-growth, low-profit businesses has been more than offset by $600 million in profitable acquisitions.    ",[],0,0
cnc,train_10_55,1141,0,cnc_train_10_55_1141_0,Afzal Guru hanging : Curfew re-imposed in Kashmir Valley,[],0,0
cnc,train_04_73,794,0,cnc_train_04_73_794_0,It all started at about 9 last night when a gang of 30 plain-clothes policemen armedwith rifles and rods began attacking passersby and vehicles .,[],0,0
NEWS,train304,305,0,cause_our_data_0_0305,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',"[""He told me he <ARG0>wanted</ARG0> to see his mummy then I started <ARG1>crying</ARG1> and saidI do nt think youre ever going to see your mummy again.""]",1,cause
GPT3,train1509,1510,0,intend_GPT_0_01510,",The government passed a law to increase the number of job fairs, in an effort to increase employment opportunities.","["",The government passed a law to increase the number of job <ARG0>fairs</ARG0>, in an effort to increase <ARG1>employment</ARG1> opportunities.""]",1,intend
GPT3,train1138,1139,0,intend_GPT_0_01139,"The government is introducing a new law to protect the rights of minorities, in an effort to promote social inclusion and combat racism.","[""The government is <ARG0>Introducing</ARG0> a new law to protect the rights of minorities, in an effort to <ARG1>Promote</ARG1> social inclusion and combat racism.""]",1,intend
GPT3,train615,616,0,prevent_GPT_0_0616,"The government has implemented a series of measures to prevent the spread of infectious diseases, including increased public health awareness and improved sanitation.","[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the <ARG1>Spread</ARG1> of infectious diseases, including increased public health awareness and improved sanitation.""]",1,prevent
cnc,train_10_261,1099,0,cnc_train_10_261_1099_0,The trucks were not allowed to move till the Municipal Commissioner Prerna Puri reached the site .,[],0,0
NEWS,train48,49,0,0_our_data_0_049,The semiconductor concern said the interruption in shipment of its 80486 computer chip will be brief and have little impact on the company's earnings.,[],0,0
