,pred,gt,texts
244,"('rampaging', 'cause', 'gathered')","('to cover the appearance of mining baron G Janardhana Reddy before a court in an illegal mining case', 'cause', 'journalists, particularly electronic media crew, who had gathered')","The court complex turned into a battle zone as the rampaging advocates targeted journalists, particularly electronic media crew, who had gathered to cover the appearance of mining baron G Janardhana Reddy before a court in an illegal mining case."
245,"('activity', 'cause', 'built')","('activity', 'cause', 'built')","Analysts noted that over the past 20 years, Mr. Fournier has built his company through astute stock-market activity and has warded off at least three takeover attempts. "
246,"('held', 'intend', 'reject')","('taking anti-people decisions', 'cause', 'The BJP also held a protest and urged voters to reject the Congress')","The BJP also held a protest and urged voters to reject the Congress "" for taking anti-people decisions."
247,"('infections', 'cause', 'spread')","('This', 'enable', 'toxins')",This provides the perfect conditions for the bacteria to thrive and cause inflammation-causing toxins that are known to spread throughout the rest of the body.
248,"('transfers', 'cause', 'lost')","('transfers', 'cause', 'lost')","In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. "
249,"('gathered', 'cause', 'whisked')","('he had climbed on the water tank atop the college building', 'cause', 'the police whisked away the legislator on the night of June 18')","Amid high drama, the police whisked away the legislator on the night of June 18 when he had climbed on the water tank atop the college building after parents of the students and local people had gathered in front of the college building and pelted stones."
250,"('gathered', 'cause', 'whisked')","('parents of the students and local people had gathered in front of the college building and pelted stones', 'cause', 'he had climbed on the water tank atop the college building')","Amid high drama, the police whisked away the legislator on the night of June 18 when he had climbed on the water tank atop the college building after parents of the students and local people had gathered in front of the college building and pelted stones."
251,"('failed', 'cause', 'downed')","('talks with management failed on Tuesday', 'cause', 'More than a thousand workers downed tools at 7am on Wednesday')",More than a thousand workers downed tools at 7am on Wednesday after talks with management failed on Tuesday.
252,"('left', 'cause', 'attacked')","('the jawans left', 'cause', 'the Kaliachak police station was attacked')","After the jawans left, the Kaliachak police station was attacked, ” said a resident."
253,"('gathered', 'cause', 'expressed')","('allotting ticket to Khayalia, who was recently inducted into the party', 'cause', 'AAP workers had yesterday gathered outside the party office at Rishi Nagar here and expressed their resentment and raised slogans against the party and its leaders')","AAP workers had yesterday gathered outside the party office at Rishi Nagar here and expressed their resentment and raised slogans against the party and its leaders for allotting ticket to Khayalia, who was recently inducted into the party."
254,"('Kobus', 'place of birth', 'Soweto')","('murdering Soweto mother Claudia Mokone with a home-made bomb and <SIG1>of</SIG1> trying to murder former president Nelson Mandela', 'cause', ""Brothers Kobus, Wilhelm and Johan Pretorius, Herman van Rooyen and Rudi Gouws -- who made up the Boeremag's bomb squad -- were also convicted"")","Brothers Kobus, Wilhelm and Johan Pretorius, Herman van Rooyen and Rudi Gouws -- who made up the Boeremag's bomb squad -- were also convicted of murdering Soweto mother Claudia Mokone with a home-made bomb and of trying to murder former president Nelson Mandela."
255,"('Johan Pretorius', 'place of birth', 'Soweto')","('they started picketing vehicles passing through the State Bank circle', 'cause', 'The protesters were taken into police custody')",The protesters were taken into police custody when they started picketing vehicles passing through the State Bank circle.
256,"('taken', 'cause', 'picketing')","('required', 'cause', 'announced')","Choudary has never announced a date for his march and area police said he had not contacted them about it, as march organizers are required to do beforehand."
257,"('march', 'enable', 'police')","('statement', 'intend', 'distort')","Replied State Department deputy spokesman Richard Boucher, ``Wehaven't  really analyzed the statement in detail but it appears tobe just another example of his outlandish rhetoric and his attempts to distort the truth.   "
258,"('statement', 'intend', 'distort')","('reportedly setting upon civilians with machetes', 'cause', 'Three more alleged terrorists were shot last month')",Three more alleged terrorists were shot last month after reportedly setting upon civilians with machetes.
259,"('setting', 'cause', 'shot')","('break', 'cause', 'proceed')","He argued setting an explicit deadline forSaddam Hussein to break would, when it was broken, give theU.S. military a clear green light to proceed.   "
260,"('clear', '0', 'give')","('sale', 'cause', 'reap')","Robert Mellor, Di Giorgio's executive vice president, said the company stands to reap more money through the sale of individual units to others than by accepting DIG's offer. "
261,"('sale', 'cause', 'reap')","('to enter the buildings', 'cause', 'Protesters pushed through police barriers')","Protesters pushed through police barriers in an attempt to enter the buildings, but to no avail."
262,"('pushed', 'intend', 'enter')","('police firing teargas and masked men attacking protesters at a train station after the march', 'cause', 'The march descended into chaos')","The march descended into chaos, with police firing teargas and masked men attacking protesters at a train station after the march."
263,"('pushed', '', 'enter')","(""the publication of an interview in which he described participating in 1989's pro-democracy protests in Tiananmen Square and discussed a work he had created commemorating the bloody crackdown"", 'cause', 'Guo, who has Australian citizenship, was taken away by police in Beijing')","Guo, who has Australian citizenship, was taken away by police in Beijing shortly after the publication of an interview in which he described participating in 1989's pro-democracy protests in Tiananmen Square and discussed a work he had created commemorating the bloody crackdown."
264,"('taken away', 'cause', 'interview')","('commemorating the bloody crackdown', 'cause', 'a work he had created')","Guo, who has Australian citizenship, was taken away by police in Beijing shortly after the publication of an interview in which he described participating in 1989's pro-democracy protests in Tiananmen Square and discussed a work he had created commemorating the bloody crackdown."
265,"('taken away', 'cause', 'interview')","('Alleging that the deficiencies in operational infrastructure and staff shortage in telephone exchanges in Tirupur and nearby areas are not getting addressed', 'cause', 'the BSNL Employees Union members staged an agitation here')","Tirupur : Telecom employees stage protest June 22, 2015 00:00 IST Alleging that the deficiencies in operational infrastructure and staff shortage in telephone exchanges in Tirupur and nearby areas are not getting addressed, the BSNL Employees Union members staged an agitation here."
