,pred,gt,texts
231,"('lockdown', 'subclass of', 'move about freely')","('who allegedly incited chaos and violence at the University of Pretoria ( Tuks ) campus in particular', 'cause', 'the DA had since laid a complaint at the South African Human Rights Commission ( SAHRC ) against one identified leader in the EFF structure, Omphile Seleke')","Cassim said that the DA had since laid a complaint at the South African Human Rights Commission ( SAHRC ) against one identified leader in the EFF structure, Omphile Seleke, who allegedly incited chaos and violence at the University of Pretoria ( Tuks ) campus in particular."
232,"('censored search results', 'facet of', ""China's Internet controls"")","('participate in the PLGA week', 'cause', 'posters exhorting the villagers')","Though rebels frequent the villages including Karada, Ranaba and Indragada, this is for the first time that posters exhorting the villagers to participate in the PLGA week have been found at several places in the block."
233,"('Puducherry', 'country', 'India')","('not arresting all those involved in the killing', 'cause', ""In the memorial meeting presided over by the VHP district unit president Kamadab Pradhan and attended by many others including Saraswati's successor Swami Sachidananda Maharaj criticised the Odisha govenrment"")",In the memorial meeting presided over by the VHP district unit president Kamadab Pradhan and attended by many others including Saraswati's successor Swami Sachidananda Maharaj criticised the Odisha govenrment for not arresting all those involved in the killing.
234,"('India', 'contains administrative territorial entity', 'Puducherry')","('a landmine blast at Dantewada district in Chhattisgarh', 'cause', 'Six CRPF men killed')","July 27, 2009 : Six CRPF men killed in a landmine blast at Dantewada district in Chhattisgarh."
235,"('AK rifle', 'used by', 'militants')","('the cartoon had raised various concerns', 'cause', 'they had decided to March to Prime Media')",Spokesman Keith Khoza said they had decided to March to Prime Media because the cartoon had raised various concerns.
236,"('Mothutlung', 'located in the administrative territorial entity', 'Mothutlung')","('the bandh', 'cause', 'Some schools which had to postpone their mid-term examinations')",Some schools which had to postpone their mid-term examinations due to the bandh have the additional task of conducting the tests before resuming the classes.
237,"('PMK', 'instance of', 'political parties')","('Some schools which had to postpone their mid-term examinations', 'cause', 'have the additional task of conducting the tests before resuming the classes')",Some schools which had to postpone their mid-term examinations due to the bandh have the additional task of conducting the tests before resuming the classes.
238,"('Tchaikovsky', 'notable work', 'Swan Lake')","('placing boulders on the track', 'cause', 'a series of attempts to derail trains on the Erode-Coimbatore section')","It was followed by a series of attempts to derail trains on the Erode-Coimbatore section, by placing boulders on the track."
239,"('Swan Lake', 'composer', 'Tchaikovsky')","(""against the government's taxi recapitalisation scheme"", 'cause', 'Taxi operators marching in protest')",Taxi operators marching in protest against the government's taxi recapitalisation scheme reached the Union Buildings in Pretoria on Friday.
240,"('Prime Minister', 'officeholder', 'Benjamin Netanyahu')","('acquire', 'enable', 'ambitions')","Among individual companies, Amazon edged up 0.1 percent after announcing it would acquire the storied MGM studios for $8.45 billion, giving the US tech giant a vast library to further its ambitions in streaming."
241,"('Benjamin Netanyahu', 'position held', 'Prime Minister')","('Led by A Sagayamadha, an office-bearer of the All India Farm Workers Association', 'cause', 'the villagers, including a large number of women from the panchayat comprising six villages, staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them')","Led by A Sagayamadha, an office-bearer of the All India Farm Workers Association, the villagers, including a large number of women from the panchayat comprising six villages, staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them."
242,"('CPI-Maoist', 'political ideology', 'Maoist')","('urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them', 'cause', 'the villagers, including a large number of women from the panchayat comprising six villages, staged the protest')","Led by A Sagayamadha, an office-bearer of the All India Farm Workers Association, the villagers, including a large number of women from the panchayat comprising six villages, staged the protest urging the district administration to immediately disconnect the illegal water connections and ensure uninterrupted water supply to them."
243,"('Kofi Annan', 'position held', 'President of South Africa')","('the rampaging advocates targeted journalists', 'cause', 'The court complex turned into a battle zone')","The court complex turned into a battle zone as the rampaging advocates targeted journalists, particularly electronic media crew, who had gathered to cover the appearance of mining baron G Janardhana Reddy before a court in an illegal mining case."
244,"('Ch Bhaskar Reddy', 'member of political party', 'YSRC')","('to cover the appearance of mining baron G Janardhana Reddy before a court in an illegal mining case', 'cause', 'journalists, particularly electronic media crew, who had gathered')","The court complex turned into a battle zone as the rampaging advocates targeted journalists, particularly electronic media crew, who had gathered to cover the appearance of mining baron G Janardhana Reddy before a court in an illegal mining case."
245,"('Narayanaswamy', 'member of political party', 'YSRC')","('activity', 'cause', 'built')","Analysts noted that over the past 20 years, Mr. Fournier has built his company through astute stock-market activity and has warded off at least three takeover attempts. "
246,"('Amarnatha Reddy', 'member of political party', 'YSRC')","('taking anti-people decisions', 'cause', 'The BJP also held a protest and urged voters to reject the Congress')","The BJP also held a protest and urged voters to reject the Congress "" for taking anti-people decisions."
247,"('Sunil', 'member of political party', 'YSRC')","('This', 'enable', 'toxins')",This provides the perfect conditions for the bacteria to thrive and cause inflammation-causing toxins that are known to spread throughout the rest of the body.
248,"('KwaZulu-Natal', 'located in the administrative territorial entity', 'KwaZulu-Natal')","('transfers', 'cause', 'lost')","In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. "
249,"('KwaZulu-Natal', 'contains administrative territorial entity', 'KwaZulu-Natal')","('he had climbed on the water tank atop the college building', 'cause', 'the police whisked away the legislator on the night of June 18')","Amid high drama, the police whisked away the legislator on the night of June 18 when he had climbed on the water tank atop the college building after parents of the students and local people had gathered in front of the college building and pelted stones."
250,"('KwaZulu-Natal', 'located in the administrative territorial entity', 'KwaZulu-Natal')","('parents of the students and local people had gathered in front of the college building and pelted stones', 'cause', 'he had climbed on the water tank atop the college building')","Amid high drama, the police whisked away the legislator on the night of June 18 when he had climbed on the water tank atop the college building after parents of the students and local people had gathered in front of the college building and pelted stones."
