corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,label
cnc,train_06_78,2213,0,cnc_train_06_78_2213_0,"Dethrone Naveen government : Congress 07th September 2012 12:07 PM Buoyed by the massive turnout at the ‘ Parivartan ’ rally , Congress leaders on Thursday gave a clarion call to party workers and supporters to dethrone Naveen Patnaik Government in the 2014 general elections .","['Dethrone Naveen government : Congress 07th September 2012 12:07 PM <ARG1>Buoyed</ARG1> <SIG0>by</SIG0> <ARG0>the massive turnout at the ‘ Parivartan ’ rally</ARG0> , Congress leaders on Thursday gave a clarion call to party workers and supporters to dethrone Naveen Patnaik Government in the 2014 general elections .', 'Dethrone Naveen government : Congress 07th September 2012 12:07 PM <ARG0>Buoyed by the massive turnout at the ‘ Parivartan ’ rally</ARG0> , <ARG1>Congress leaders on Thursday gave a clarion call to party workers and supporters to dethrone Naveen Patnaik Government in the 2014 general elections</ARG1> .', 'Dethrone Naveen government : Congress 07th September 2012 12:07 PM Buoyed by the massive turnout at the ‘ Parivartan ’ rally , <ARG1>Congress leaders on Thursday gave a clarion call to party workers and supporters</ARG1> <ARG0><SIG0>to</SIG0> dethrone Naveen Patnaik Government in the 2014 general elections</ARG0> .']",3,0
cnc,train_09_A_7,661,0,cnc_train_09_A_7_661_0,"Opposing the Pakistan premier 's visit that was marked by tight security , local lawyers , some BJP activists and representatives of markets associations staged protests and shouted anti-Pakistan slogans .","[""<ARG0><SIG0>Opposing</SIG0> the Pakistan premier 's visit that was marked by tight security</ARG0> , <ARG1>local lawyers , some BJP activists and representatives of markets associations staged protests and shouted anti-Pakistan slogans</ARG1> .""]",1,0
cnc,train_08_281,865,0,cnc_train_08_281_865_0,Ganti Prasadam was killed by unidentified miscreants in Nellore a few months ago and it was alleged that the government was behind the killing .,[],0,0
cnc,train_02_284,1130,0,cnc_train_02_284_1130_0,"A group of Hong Kong pro-democracy activists have been sentenced to prison for their role in the Umbrella Movement protests , with two of its leaders jailed for 16 months .","['<ARG1>A group of Hong Kong pro-democracy activists have been sentenced to prison</ARG1> <SIG0>for</SIG0> <ARG0>their role in the Umbrella Movement protests</ARG0> , with two of its leaders jailed for 16 months .', 'A group of Hong Kong pro-democracy activists have been sentenced to prison for <ARG0>their role in the Umbrella Movement protests</ARG0> , with <ARG1>two of its leaders jailed for 16 months</ARG1> .']",2,0
cnc,train_09_B_108,1593,0,cnc_train_09_B_108_1593_0,""" Three terrorists have been killed in this gunfight , which is still going on .",[],0,0
cnc,train_03_17,764,0,cnc_train_03_17_764_0,"Demonstration The agitators demonstrated when the education officials started handing over the appointment orders to the selected candidates , demanding an inquiry to determine the genuineness of the address proof submitted by the migrated candidates .","['Demonstration <ARG1>The agitators demonstrated</ARG1> when <ARG0>the education officials started handing over the appointment orders to the selected candidates</ARG0> , demanding an inquiry to determine the genuineness of the address proof submitted by the migrated candidates .', 'Demonstration The agitators demonstrated when <ARG1>the education officials started handing over the appointment orders to the selected candidates</ARG1> , <ARG0><SIG0>demanding</SIG0> an inquiry to determine the genuineness of the address proof submitted by the migrated candidates</ARG0> .', 'Demonstration The agitators demonstrated when the education officials started handing over the appointment orders to the selected candidates , <ARG1>demanding an inquiry</ARG1> <ARG0><SIG0>to</SIG0> determine the genuineness of the address proof submitted by the migrated candidates</ARG0> .']",3,0
cnc,train_02_40,1598,0,cnc_train_02_40_1598_0,"About 200 people , majority of them leaders and workers of the Congress party , were arrested in connection with 114 cases of attacks on Reliance outlets .","['<ARG1>About 200 people , majority of them leaders and workers of the Congress party , were arrested</ARG1> <SIG0>in connection with</SIG0> <ARG0>114 cases of attacks on Reliance outlets</ARG0> .']",1,0
NEWS,train236,237,0,cause_our_data_0_0237,"The directors said if Messrs. Drabinsky and Gottlieb mail an offer to shareholders by Nov. 22, it will reimburse them a maximum of C$8.5 million for expenses related to a bid.    ",[],0,0
cnc,train_09_B_91,3134,0,cnc_train_09_B_91_3134_0,"The CPI(M) leader said that while CPI(M) workers were the victims of RSS attacks at Thalassery and Malampuzha , the UDF was organising a Shanthi Yatra ( a foot march for peace by the Congress ) to target the CPI(M) as perpetrators of violence .","['The CPI(M) leader said that while CPI(M) workers were the victims of RSS attacks at Thalassery and Malampuzha , <ARG1>the UDF was organising a Shanthi Yatra ( a foot march for peace by the Congress )</ARG1> <ARG0><SIG0>to</SIG0> target the CPI(M) as perpetrators of violence</ARG0> .']",1,0
cnc,train_01_287,3106,0,cnc_train_01_287_3106_0,""" We decided to exclude Mumbai , where the ' rail roko ' demonstrations were slated from 11 AM to 12 noon , to avoid inconvenience to suburban commuters , "" MPCC spokesperson Sachin Sawant told PTI .","['"" <ARG1>We decided to exclude Mumbai , where the \' rail roko \' demonstrations were slated from 11 AM to 12 noon</ARG1> , <ARG0><SIG0>to</SIG0> avoid inconvenience to suburban commuters</ARG0> , "" MPCC spokesperson Sachin Sawant told PTI .']",1,0
cnc,train_03_124,1996,0,cnc_train_03_124_1996_0,"At Balagangamanahalli panchayat in Dharmapuri , residents of Eechampatti village laid siege to the Nallampalli BDO ’ s office in protest against non supply of water .","['<ARG1>At Balagangamanahalli panchayat in Dharmapuri , residents of Eechampatti village laid siege to the Nallampalli BDO ’ s office</ARG1> <ARG0><SIG0>in protest</SIG0> against non supply of water</ARG0> .']",1,0
cnc,train_02_2,1708,0,cnc_train_02_2_1708_0,"ALIGARH : AMU shut down following violence May 01 , 2011 00:00 IST Aligarh Muslim University has been closed indefinitely in the wake of violence among students late on Friday evening .","['ALIGARH : AMU shut down following violence May 01 , 2011 00:00 IST <ARG1>Aligarh Muslim University has been closed indefinitely</ARG1> <SIG0>in the wake of</SIG0> <ARG0>violence among students late on Friday evening</ARG0> .']",1,0
cnc,train_07_124,2432,0,cnc_train_07_124_2432_0,This was to thwart economic well-being of the population .,['<ARG1>This</ARG1> was <ARG0><SIG0>to</SIG0> thwart economic well-being of the population</ARG0> .'],1,0
NEWS,train328,329,0,cause_our_data_0_0329,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill.","[""Republicans have angrily <ARG0>criticized</ARG0> the Democrats potential use of reconciliation, arguing that the maneuver was never intended to be <ARG1>used</ARG1> for major policy overhauls along the lines of the health care bill.""]",1,0
NEWS,train105,106,0,cause_our_data_0_0106,"""If I  were choosing the people of tomorrow, I would  have chosen the people who are now on the board,"" he said.    ",[],0,0
cnc,train_05_47,2130,0,cnc_train_05_47_2130_0,Mr. Bommai later told presspersons that whoever was responsible for forcing the protestors to stage such a protest would be dealt with sternly .,['Mr. Bommai later told presspersons that <ARG0>whoever was responsible for forcing the protestors to stage such a protest</ARG0> <ARG1>would be dealt with sternly</ARG1> .'],1,0
cnc,train_06_299,1893,0,cnc_train_06_299_1893_0,"Cassim said that the DA had since laid a complaint at the South African Human Rights Commission ( SAHRC ) against one identified leader in the EFF structure , Omphile Seleke , who allegedly incited chaos and violence at the University of Pretoria ( Tuks ) campus in particular .","['Cassim said that <ARG1>the DA had since laid a complaint at the South African Human Rights Commission ( SAHRC ) against one identified leader in the EFF structure , Omphile Seleke</ARG1> , <ARG0>who allegedly incited chaos and violence at the University of Pretoria ( Tuks ) campus in particular</ARG0> .']",1,0
cnc,train_09_A_151,781,0,cnc_train_09_A_151_781_0,"Though rebels frequent the villages including Karada , Ranaba and Indragada , this is for the first time that posters exhorting the villagers to participate in the PLGA week have been found at several places in the block .",[],0,0
cnc,train_05_121,2834,0,cnc_train_05_121_2834_0,Contentious issue The Greater Hyderabad Cab and Bus Operators Association went on strike demanding exemption from payment of Value Added Tax ( VAT ) with retrospective effect from 2003 .,['Contentious issue <ARG1>The Greater Hyderabad Cab and Bus Operators Association went on strike</ARG1> <ARG0><SIG0>demanding</SIG0> exemption from payment of Value Added Tax ( VAT ) with retrospective effect from 2003</ARG0> .'],1,0
cnc,train_07_30,3326,0,cnc_train_07_30_3326_0,In the memorial meeting presided over by the VHP district unit president Kamadab Pradhan and attended by many others including Saraswati 's successor Swami Sachidananda Maharaj criticised the Odisha govenrment for not arresting all those involved in the killing .,"[""<ARG1>In the memorial meeting presided over by the VHP district unit president Kamadab Pradhan and attended by many others including Saraswati 's successor Swami Sachidananda Maharaj criticised the Odisha govenrment</ARG1> <SIG0>for</SIG0> <ARG0>not arresting all those involved in the killing</ARG0> .""]",1,0
cnc,train_05_322,383,0,cnc_train_05_322_383_0,"July 27 , 2009 : Six CRPF men killed in a landmine blast at Dantewada district in Chhattisgarh .",[],0,0
cnc,train_01_308,2852,0,cnc_train_01_308_2852_0,Spokesman Keith Khoza said they had decided to March to Prime Media because the cartoon had raised various concerns .,['Spokesman Keith Khoza said <ARG1>they had decided to March to Prime Media</ARG1> <SIG0>because</SIG0> <ARG0>the cartoon had raised various concerns</ARG0> .'],1,0
cnc,train_01_172,1392,0,cnc_train_01_172_1392_0,Some schools which had to postpone their mid-term examinations due to the bandh have the additional task of conducting the tests before resuming the classes .,"['<ARG1>Some schools which had to postpone their mid-term examinations</ARG1> <SIG0>due to</SIG0> <ARG0>the bandh</ARG0> have the additional task of conducting the tests before resuming the classes .', '<ARG0>Some schools which had to postpone their mid-term examinations</ARG0> due to the bandh <ARG1>have the additional task of conducting the tests before resuming the classes</ARG1> .']",2,0
cnc,train_04_196,934,0,cnc_train_04_196_934_0,"It was followed by a series of attempts to derail trains on the Erode-Coimbatore section , by placing boulders on the track .","['It was followed by <ARG1>a series of attempts to derail trains on the Erode-Coimbatore section</ARG1> , <SIG0>by</SIG0> <ARG0>placing boulders on the track</ARG0> .']",1,0
cnc,train_08_259,1025,0,cnc_train_08_259_1025_0,Taxi operators marching in protest against the government 's taxi recapitalisation scheme reached the Union Buildings in Pretoria on Friday .,"[""<ARG1>Taxi operators marching in protest</ARG1> <ARG0>against the government 's taxi recapitalisation scheme</ARG0> reached the Union Buildings in Pretoria on Friday .""]",1,0
AFPNEWS,train6,7,0,enable_our_data_0_07,"Among individual companies, Amazon edged up 0.1 percent after announcing it would acquire the storied MGM studios for $8.45 billion, giving the US tech giant a vast library to further its ambitions in streaming.","[""Among individual companies, Amazon edged up 0.1 percent after announcing it would <ARG0>acquire</ARG0> the storied MGM studios for $8.45 billion, giving the US tech giant a vast library to further its <ARG1>ambitions</ARG1> in streaming.""]",1,0
