event1,relation,event2,sentence,index,corpus,causal_text_w_pairs,num_rs,doc_id,sent_id,text,eg_id
PersonX goes to the store to buy some,intend,to do some shopping for the house,PersonX goes to the store to buy some intend to do some shopping for the house,intend_atomic_0_0,cnc,"[""<ARG0>PersonX goes to the store to buy some</ARG0> intend <ARG1>to do some shopping for the house</ARG1>""]",0,id,0,PersonX goes to the store to buy some intend to do some shopping for the house,0
PersonX loves chinese food,intend,more,PersonX loves chinese food intend more,intend_atomic_0_0,cnc,"[""<ARG0>PersonX loves chinese food</ARG0> intend <ARG1>more</ARG1>""]",0,id,0,PersonX loves chinese food intend more,0
PersonX buys something,intend,the latest televsion set,PersonX buys something intend the latest televsion set,intend_atomic_0_0,cnc,"[""<ARG0>PersonX buys something</ARG0> intend <ARG1>the latest televsion set</ARG1>""]",0,id,0,PersonX buys something intend the latest televsion set,0
PersonX meets the man of PersonX's dreams,intend,to deepen the relationship between the two,PersonX meets the man of PersonX's dreams intend to deepen the relationship between the two,intend_atomic_0_0,cnc,"[""PersonX meets the man of PersonX s dreams intend <ARG1>to deepen the relationship between the two</ARG1>""]",0,id,0,PersonX meets the man of PersonX's dreams intend to deepen the relationship between the two,0
PersonX wants to get a puppy,intend,to give his child,PersonX wants to get a puppy intend to give his child,intend_atomic_0_0,cnc,"[""<ARG0>PersonX wants to get a puppy</ARG0> intend <ARG1>to give his child</ARG1>""]",0,id,0,PersonX wants to get a puppy intend to give his child,0
PersonX increases PersonX's value,intend,She goes online.,PersonX increases PersonX's value intend She goes online.,intend_atomic_0_0,cnc,"[""PersonX increases PersonX s value intend <ARG1>She goes online.</ARG1>""]",0,id,0,PersonX increases PersonX's value intend She goes online.,0
PersonX leaves PersonY's bike,intend,to keep the bike safe,PersonX leaves PersonY's bike intend to keep the bike safe,intend_atomic_0_0,cnc,"[""PersonX leaves PersonY s bike intend <ARG1>to keep the bike safe</ARG1>""]",0,id,0,PersonX leaves PersonY's bike intend to keep the bike safe,0
PersonX gives PersonY a break,intend,to let person get a reprieve,PersonX gives PersonY a break intend to let person get a reprieve,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY a break</ARG0> intend <ARG1>to let person get a reprieve</ARG1>""]",0,id,0,PersonX gives PersonY a break intend to let person get a reprieve,0
PersonX keeps PersonY's mouth shut,intend,to be able to talk,PersonX keeps PersonY's mouth shut intend to be able to talk,intend_atomic_0_0,cnc,"[""PersonX keeps PersonY s mouth shut intend <ARG1>to be able to talk</ARG1>""]",0,id,0,PersonX keeps PersonY's mouth shut intend to be able to talk,0
PersonX eats it every day,intend,to keep it consistent,PersonX eats it every day intend to keep it consistent,intend_atomic_0_0,cnc,"[""<ARG0>PersonX eats it every day</ARG0> intend <ARG1>to keep it consistent</ARG1>""]",0,id,0,PersonX eats it every day intend to keep it consistent,0
PersonX reads the ___ first,intend,go to sleep,PersonX reads the ___ first intend go to sleep,intend_atomic_0_0,cnc,"[""<ARG0>PersonX reads the ___ first</ARG0> intend <ARG1>go to sleep</ARG1>""]",0,id,0,PersonX reads the  first intend go to sleep,0
PersonX spills everywhere,intend,to get something else to drink,PersonX spills everywhere intend to get something else to drink,intend_atomic_0_0,cnc,"[""<ARG0>PersonX spills everywhere</ARG0> intend <ARG1>to get something else to drink</ARG1>""]",0,id,0,PersonX spills everywhere intend to get something else to drink,0
PersonX keeps PersonX's temper,intend,breathe,PersonX keeps PersonX's temper intend breathe,intend_atomic_0_0,cnc,"[""PersonX keeps PersonX s temper intend <ARG1>breathe</ARG1>""]",0,id,0,PersonX keeps PersonX's temper intend breathe,0
PersonX eventually found ___,intend,to treat herself.,PersonX eventually found ___ intend to treat herself.,intend_atomic_0_0,cnc,"[""<ARG0>PersonX eventually found ___</ARG0> intend <ARG1>to treat herself.</ARG1>""]",0,id,0,PersonX eventually found  intend to treat herself.,0
PersonX corrects PersonY errors,intend,makes notes for the future,PersonX corrects PersonY errors intend makes notes for the future,intend_atomic_0_0,cnc,"[""<ARG0>PersonX corrects PersonY errors</ARG0> intend <ARG1>makes notes for the future</ARG1>""]",0,id,0,PersonX corrects PersonY errors intend makes notes for the future,0
PersonX imposes PersonX's ___ on others,intend,to avoid him,PersonX imposes PersonX's ___ on others intend to avoid him,intend_atomic_0_0,cnc,"[""PersonX imposes PersonX s ___ on others intend <ARG1>to avoid him</ARG1>""]",0,id,0,PersonX imposes PersonX's  on others intend to avoid him,0
PersonX crosses PersonY's path,intend,say hi,PersonX crosses PersonY's path intend say hi,intend_atomic_0_0,cnc,"[""PersonX crosses PersonY s path intend <ARG1>say hi</ARG1>""]",0,id,0,PersonX crosses PersonY's path intend say hi,0
PersonX talks to PersonY about it,intend,start on some work,PersonX talks to PersonY about it intend start on some work,intend_atomic_0_0,cnc,"[""<ARG0>PersonX talks to PersonY about it</ARG0> intend <ARG1>start on some work</ARG1>""]",0,id,0,PersonX talks to PersonY about it intend start on some work,0
PersonX eats PersonX's homework,intend,to see what paper tasted like.,PersonX eats PersonX's homework intend to see what paper tasted like.,intend_atomic_0_0,cnc,"[""PersonX eats PersonX s homework intend <ARG1>to see what paper tasted like.</ARG1>""]",0,id,0,PersonX eats PersonX's homework intend to see what paper tasted like.,0
PersonX throws away ___,intend,to get rid of something,PersonX throws away ___ intend to get rid of something,intend_atomic_0_0,cnc,"[""<ARG0>PersonX throws away ___</ARG0> intend <ARG1>to get rid of something</ARG1>""]",0,id,0,PersonX throws away  intend to get rid of something,0
PersonX lets them have it,intend,build character,PersonX lets them have it intend build character,intend_atomic_0_0,cnc,"[""<ARG0>PersonX lets them have it</ARG0> intend <ARG1>build character</ARG1>""]",0,id,0,PersonX lets them have it intend build character,0
PersonX stills loved PersonY,intend,get back together,PersonX stills loved PersonY intend get back together,intend_atomic_0_0,cnc,"[""<ARG0>PersonX stills loved PersonY</ARG0> intend <ARG1>get back together</ARG1>""]",0,id,0,PersonX stills loved PersonY intend get back together,0
PersonX shuts the ___ behind PersonY,intend,to scream,PersonX shuts the ___ behind PersonY intend to scream,intend_atomic_0_0,cnc,"[""<ARG0>PersonX shuts the ___ behind PersonY</ARG0> intend <ARG1>to scream</ARG1>""]",0,id,0,PersonX shuts the  behind PersonY intend to scream,0
PersonX posts ___ on facebook,intend,to get attention,PersonX posts ___ on facebook intend to get attention,intend_atomic_0_0,cnc,"[""<ARG0>PersonX posts ___ on facebook</ARG0> intend <ARG1>to get attention</ARG1>""]",0,id,0,PersonX posts  on facebook intend to get attention,0
PersonX buys a new sofa,intend,to replace old sofa,PersonX buys a new sofa intend to replace old sofa,intend_atomic_0_0,cnc,"[""<ARG0>PersonX buys a new sofa</ARG0> intend <ARG1>to replace old sofa</ARG1>""]",0,id,0,PersonX buys a new sofa intend to replace old sofa,0
PersonX gets sand,intend,to build a castle,PersonX gets sand intend to build a castle,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gets sand</ARG0> intend <ARG1>to build a castle</ARG1>""]",0,id,0,PersonX gets sand intend to build a castle,0
PersonX talks to PersonX's husband,intend,to say bye,PersonX talks to PersonX's husband intend to say bye,intend_atomic_0_0,cnc,"[""PersonX talks to PersonX s husband intend <ARG1>to say bye</ARG1>""]",0,id,0,PersonX talks to PersonX's husband intend to say bye,0
PersonX sends a quick message,intend,to reply,PersonX sends a quick message intend to reply,intend_atomic_0_0,cnc,"[""<ARG0>PersonX sends a quick message</ARG0> intend <ARG1>to reply</ARG1>""]",0,id,0,PersonX sends a quick message intend to reply,0
PersonX is set up on a blind date,intend,to have a good time,PersonX is set up on a blind date intend to have a good time,intend_atomic_0_0,cnc,"[""<ARG0>PersonX is set up on a blind date</ARG0> intend <ARG1>to have a good time</ARG1>""]",0,id,0,PersonX is set up on a blind date intend to have a good time,0
PersonX holds PersonX's ___ together,intend,to hold them close,PersonX holds PersonX's ___ together intend to hold them close,intend_atomic_0_0,cnc,"[""PersonX holds PersonX s ___ together intend <ARG1>to hold them close</ARG1>""]",0,id,0,PersonX holds PersonX's  together intend to hold them close,0
PersonX sees PersonY in years,intend,To hug,PersonX sees PersonY in years intend To hug,intend_atomic_0_0,cnc,"[""<ARG0>PersonX sees PersonY in years</ARG0> intend <ARG1>To hug</ARG1>""]",0,id,0,PersonX sees PersonY in years intend To hug,0
PersonX lands a new job,intend,to start working,PersonX lands a new job intend to start working,intend_atomic_0_0,cnc,"[""<ARG0>PersonX lands a new job</ARG0> intend <ARG1>to start working</ARG1>""]",0,id,0,PersonX lands a new job intend to start working,0
PersonX hurts very badly,intend,go to doctor,PersonX hurts very badly intend go to doctor,intend_atomic_0_0,cnc,"[""<ARG0>PersonX hurts very badly</ARG0> intend <ARG1>go to doctor</ARG1>""]",0,id,0,PersonX hurts very badly intend go to doctor,0
PersonX goes to the gas station,intend,to get the vehicle washed,PersonX goes to the gas station intend to get the vehicle washed,intend_atomic_0_0,cnc,"[""<ARG0>PersonX goes to the gas station</ARG0> intend <ARG1>to get the vehicle washed</ARG1>""]",0,id,0,PersonX goes to the gas station intend to get the vehicle washed,0
PersonX offering PersonX's hand,intend,to help someone up,PersonX offering PersonX's hand intend to help someone up,intend_atomic_0_0,cnc,"[""PersonX offering PersonX s hand intend <ARG1>to help someone up</ARG1>""]",0,id,0,PersonX offering PersonX's hand intend to help someone up,0
PersonX yells for PersonY,intend,to seek attention,PersonX yells for PersonY intend to seek attention,intend_atomic_0_0,cnc,"[""<ARG0>PersonX yells for PersonY</ARG0> intend <ARG1>to seek attention</ARG1>""]",0,id,0,PersonX yells for PersonY intend to seek attention,0
PersonX learns to play the violin,intend,perform for an audience,PersonX learns to play the violin intend perform for an audience,intend_atomic_0_0,cnc,"[""<ARG0>PersonX learns to play the violin</ARG0> intend <ARG1>perform for an audience</ARG1>""]",0,id,0,PersonX learns to play the violin intend perform for an audience,0
PersonX feels sorry,intend,to apoligize,PersonX feels sorry intend to apoligize,intend_atomic_0_0,cnc,"[""<ARG0>PersonX feels sorry</ARG0> intend <ARG1>to apoligize</ARG1>""]",0,id,0,PersonX feels sorry intend to apoligize,0
PersonX begins to spread,intend,to put the peanut butter on the bread,PersonX begins to spread intend to put the peanut butter on the bread,intend_atomic_0_0,cnc,"[""<ARG0>PersonX begins to spread</ARG0> intend <ARG1>to put the peanut butter on the bread</ARG1>""]",0,id,0,PersonX begins to spread intend to put the peanut butter on the bread,0
PersonX decides to go to the mall,intend,to walk around,PersonX decides to go to the mall intend to walk around,intend_atomic_0_0,cnc,"[""<ARG0>PersonX decides to go to the mall</ARG0> intend <ARG1>to walk around</ARG1>""]",0,id,0,PersonX decides to go to the mall intend to walk around,0
PersonX takes money,intend,to steal,PersonX takes money intend to steal,intend_atomic_0_0,cnc,"[""<ARG0>PersonX takes money</ARG0> intend <ARG1>to steal</ARG1>""]",0,id,0,PersonX takes money intend to steal,0
PersonX thinks of anything,intend,to brainstorm,PersonX thinks of anything intend to brainstorm,intend_atomic_0_0,cnc,"[""<ARG0>PersonX thinks of anything</ARG0> intend <ARG1>to brainstorm</ARG1>""]",0,id,0,PersonX thinks of anything intend to brainstorm,0
PersonX asks PersonY to marry,intend,call people,PersonX asks PersonY to marry intend call people,intend_atomic_0_0,cnc,"[""<ARG0>PersonX asks PersonY to marry</ARG0> intend <ARG1>call people</ARG1>""]",0,id,0,PersonX asks PersonY to marry intend call people,0
PersonX decides to move in together,intend,to feel socialized,PersonX decides to move in together intend to feel socialized,intend_atomic_0_0,cnc,"[""<ARG0>PersonX decides to move in together</ARG0> intend <ARG1>to feel socialized</ARG1>""]",0,id,0,PersonX decides to move in together intend to feel socialized,0
PersonX raises ___ from the dead,intend,to save the world,PersonX raises ___ from the dead intend to save the world,intend_atomic_0_0,cnc,"[""<ARG0>PersonX raises ___ from the dead</ARG0> intend <ARG1>to save the world</ARG1>""]",0,id,0,PersonX raises  from the dead intend to save the world,0
PersonX plays guitar,intend,to be a guitarist,PersonX plays guitar intend to be a guitarist,intend_atomic_0_0,cnc,"[""<ARG0>PersonX plays guitar</ARG0> intend <ARG1>to be a guitarist</ARG1>""]",0,id,0,PersonX plays guitar intend to be a guitarist,0
PersonX drives ___ to school,intend,to look for a job as a bus driver,PersonX drives ___ to school intend to look for a job as a bus driver,intend_atomic_0_0,cnc,"[""<ARG0>PersonX drives ___ to school</ARG0> intend <ARG1>to look for a job as a bus driver</ARG1>""]",0,id,0,PersonX drives  to school intend to look for a job as a bus driver,0
PersonX eats PersonY apple,intend,to be less hungry,PersonX eats PersonY apple intend to be less hungry,intend_atomic_0_0,cnc,"[""<ARG0>PersonX eats PersonY apple</ARG0> intend <ARG1>to be less hungry</ARG1>""]",0,id,0,PersonX eats PersonY apple intend to be less hungry,0
PersonX takes off PersonX's hat,intend,respectful,PersonX takes off PersonX's hat intend respectful,intend_atomic_0_0,cnc,"[""PersonX takes off PersonX s hat intend <ARG1>respectful</ARG1>""]",0,id,0,PersonX takes off PersonX's hat intend respectful,0
PersonX loves PersonX's mother,intend,to celebrate mother's day with mother,PersonX loves PersonX's mother intend to celebrate mother's day with mother,intend_atomic_0_0,cnc,"[""PersonX loves PersonX s mother intend to celebrate mother s day with mother""]",0,id,0,PersonX loves PersonX's mother intend to celebrate mother's day with mother,0
PersonX buys a new couch,intend,to rearrange room,PersonX buys a new couch intend to rearrange room,intend_atomic_0_0,cnc,"[""<ARG0>PersonX buys a new couch</ARG0> intend <ARG1>to rearrange room</ARG1>""]",0,id,0,PersonX buys a new couch intend to rearrange room,0
PersonX looks confused,intend,to see make sure they aren't confused about it,PersonX looks confused intend to see make sure they aren't confused about it,intend_atomic_0_0,cnc,"[""<ARG0>PersonX looks confused</ARG0> intend to see make sure they aren t confused about it""]",0,id,0,PersonX looks confused intend to see make sure they aren't confused about it,0
PersonX walks dogs,intend,to meet other dog owners,PersonX walks dogs intend to meet other dog owners,intend_atomic_0_0,cnc,"[""<ARG0>PersonX walks dogs</ARG0> intend <ARG1>to meet other dog owners</ARG1>""]",0,id,0,PersonX walks dogs intend to meet other dog owners,0
