corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Max_Similarity,Relation
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations Security Council has imposed an arms embargo on Libya in an effort to prevent further violence and instability.,"[""The United Nations Security Council has imposed an <ARG0>Arms embargo</ARG0> on Libya in an effort to prevent further violence and <ARG1>instability</ARG1>.""]",0.0,Arms Embargo,Instability,prevent,prevent,Arms Embargo prevent Instability,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the conflict in Syria.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the conflict in Syria.""]",0.0,International Diplomatic Resolution,End of Conflict,enable,enable,International Diplomatic Resolution enable End of Conflict,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"Gregori Volokhine, of Meeschaert Financial Services, said investors are becoming convinced the Fed eventually will take steps to keep inflation under wraps.","[""Gregori Volokhine, of Meeschaert Financial Services, said investors are becoming convinced the Fed eventually will take <ARG0>steps</ARG0> to keep <ARG1>inflation</ARG1> under wraps.""]",0.0,Economic Prediction,Inflation Concerns,prevent,prevent,Economic Prediction prevent Inflation Concerns,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from interfering in other countries' affairs.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Cuba in an effort to prevent the country from <ARG1>Interfering</ARG1> in other countries  affairs.""]",0.0,Economic Sanctions,Interference in Other Countries' Affairs,prevent,prevent,Economic Sanctions prevent Interference in Other Countries' Affairs,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of hate speech, including laws against hate speech and the promotion of tolerance.","[""The government has implemented a series of measures to prevent the spread of <ARG1>hate speech</ARG1>, including <ARG0>laws</ARG0> against <ARG1>hate speech</ARG1> and the promotion of tolerance.""]",0.0,Natural Disaster,Social Policy Change,prevent,prevent,Natural Disaster prevent Social Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a travel ban on Myanmar in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed a <ARG0>Travel ban</ARG0> on Myanmar in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Political Instability,prevent,prevent,Economic Sanction prevent Political Instability,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be investing in renewable energy sources to reduce the country's reliance on fossil fuels.,"[""The government has also announced that it will be <ARG0>investing</ARG0> in renewable energy sources to <ARG1>reduce</ARG1> the country s reliance on fossil fuels.""]",0.0,Government Investment in Renewable Energy,Reduction in Fossil Fuel Dependence,enable,enable,Government Investment in Renewable Energy enable Reduction in Fossil Fuel Dependence,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The Prime Minister has defended his government's record, arguing that the deficit has been reduced significantly since he took office.","[""The Prime Minister has defended his government s record, arguing that the deficit has been <ARG1>reduced</ARG1> significantly since he <ARG0>took office</ARG0>.""]",0.0,Natural Disaster,Political Statement,enable,enable,Natural Disaster enable Political Statement,,
cnc,1.0,1.0,0.0,enable_1_1_0,The World Health Organization has launched a new campaign to combat the spread of infectious diseases.,"[""The World Health Organization has launched a new <ARG0>campaign</ARG0> to <ARG1>combat</ARG1> the spread of infectious diseases.""]",0.0,Natural Disaster,Public Health Initiative,enable,enable,Natural Disaster enable Public Health Initiative,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of misinformation, including increased fact-checking and increased regulation of online content.","[""The government has implemented a series of measures to prevent the spread of <ARG1>Misinformation</ARG1>, including increased <ARG0>Fact-checking</ARG0> and increased regulation of online content.""]",0.0,Regulatory Change,Combating Misinformation,prevent,prevent,Regulatory Change prevent Combating Misinformation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"They exclude revisions made by other statistical organisations, which show that the number of deaths is much higher.","[""<ARG0>They</ARG0> exclude revisions made by other statistical organisations, which show that the number of <ARG1>deaths</ARG1> is much higher.""]",0.0,Natural Disaster,Data Manipulation,prevent,prevent,Natural Disaster prevent Data Manipulation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the spread of terrorism, including introducing new laws to combat terrorism.","[""The government has taken <ARG0>steps</ARG0> to prevent the spread of <ARG1>terrorism</ARG1>, including introducing new laws to combat <ARG1>terrorism</ARG1>.""]",0.0,Natural Disaster,Government Action,prevent,prevent,Natural Disaster prevent Government Action,,
cnc,1.0,1.0,0.0,enable_1_1_0,"After meeting with Prime Minister Benjamin Netanyahu, Blinken reiterated support for Israel's right to defend itself against rocket attacks by Gaza's Hamas rulers, adding that they must benefit from reconstruction aid.","[""After meeting with Prime Minister Benjamin Netanyahu, Blinken reiterated <ARG0>support</ARG0> for Israel s right to defend itself against rocket attacks by Gaza s Hamas rulers, adding that they must benefit from reconstruction <ARG1>aid</ARG1>.""]",0.0,Political Statement,Humanitarian Aid,enable,enable,Political Statement enable Humanitarian Aid,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on certain countries in an effort to prevent the proliferation of weapons of mass destruction.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on certain countries in an effort to prevent the <ARG1>Proliferation</ARG1> of weapons of mass destruction.""]",0.0,Economic Sanction,Weapons Proliferation,prevent,prevent,Economic Sanction prevent Weapons Proliferation,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ","[""The White House yesterday disclosed that Kuwait s ousted government has formally asked the U.S. to <ARG0>enforce</ARG0> the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately <ARG1>begin</ARG1> stopping ships carrying Iraqi goods.""]",0.0,Natural Disaster,Diplomatic Request,enable,enable,Natural Disaster enable Diplomatic Request,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Somalia in an effort to prevent further violence in the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Somalia in an effort to prevent further <ARG1>Violence</ARG1> in the region.""]",0.0,Arms Embargo,Violence in Somalia,prevent,prevent,Arms Embargo prevent Violence in Somalia,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the proliferation of weapons of mass destruction.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>proliferation</ARG1> of weapons of mass destruction.""]",0.0,Natural Disaster,Security Measure,prevent,prevent,Natural Disaster prevent Security Measure,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has announced a new policy that will provide free healthcare to all citizens.,"[""The government has announced a new <ARG0>policy</ARG0> that will <ARG1>provide</ARG1> free healthcare to all citizens.""]",0.0,Natural Disaster,Social Policy Change,enable,enable,Natural Disaster enable Social Policy Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The House of Representatives has passed a resolution that would increase the minimum wage to $15 an hour.,"[""The House of Representatives has passed a <ARG0>resolution</ARG0> that would <ARG1>increase</ARG1> the minimum wage to $15 an hour.""]",0.0,Legislative Change,Economic Policy Change,enable,enable,Legislative Change enable Economic Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    ","[""Subcontractors  will  be offered a settlement and a swift <ARG0>transition</ARG0> to new management  is expected  to avert an <ARG1>exodus</ARG1> of skilled workers from Waertsilae Marine s two big shipyards, government officials said.""]",0.0,Natural Disaster,Management Change,prevent,prevent,Natural Disaster prevent Management Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of counterfeit goods.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>counterfeit</ARG1> goods.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,-- Stannous Fluoride Toothpaste Stannous Fluoride (SnF2) helps to protect your gums against bacterial plaque.,"[""-- Stannous Fluoride Toothpaste Stannous Fluoride (<ARG0>SnF2</ARG0>) helps to protect your gums against bacterial <ARG1>plaque</ARG1>.""]",0.0,Medical Breakthrough,Oral Health Management,prevent,prevent,Medical Breakthrough prevent Oral Health Management,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the spread of terrorism, including introducing new laws to combat terrorism.","[""The government has <ARG0>taken</ARG0> steps to prevent the spread of <ARG1>Terrorism</ARG1>, including introducing new laws to combat <ARG1>Terrorism</ARG1>.""]",0.0,Government Policy Change,Counter-Terrorism Measure,prevent,prevent,Government Policy Change prevent Counter-Terrorism Measure,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an immediate <ARG1>ceasefire</ARG1> in the conflict between Israel and Palestine.""]",0.0,International Diplomacy,Ceasefire Agreement,enable,enable,International Diplomacy enable Ceasefire Agreement,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanctions,Geopolitical Instability,prevent,prevent,Economic Sanctions prevent Geopolitical Instability,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have imposed a naval blockade on Iraq to prevent Saddam Hussein from importing weapons and military supplies.,"[""The United States and its allies have imposed a <ARG0>naval</ARG0> blockade on Iraq to prevent Saddam Hussein from <ARG1>importing</ARG1> weapons and military supplies.""]",0.0,Military Action,Economic Sanctions,prevent,prevent,Military Action prevent Economic Sanctions,,
