Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,tag,label,tag_2,trigger1_index,trigger2_index,event1,event2
68,68,152,83,"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0,31,14,.,$
69,69,603,99,"Britain's largely foreign-owned automotive sector was a big winner from the final Brexit agreement, which allows for tariff-free trade with the continent.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 effect 0 0 0 0,15,24,",",.
70,70,273,204,"Columbia officials said they do n't know how quickly they will dispose of the thrift's junk bonds, because federal regulations, such as those that would allow thrifts to continue holding the bonds in separately capitalized subsidiaries, have n't yet been completed.    ",0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0,cause,0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0,44,6,completed,know
71,71,19,19,"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,A,A
72,72,326,257,---   Unisys posted a $648.2 million loss for the third quarter as it moved quickly to take write-offs for various problems and prepare for a turnaround.,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15,8,moved,loss
73,73,582,78,"The development is the latest step towards the 74-year-old Trump, who left the White House in January, possibly becoming the first ever ex-US leader to face criminal charges.",0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,enable,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,5,34,step,.
74,74,412,343,"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,cause,0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,1,22,registered,","
75,75,179,110,"The debt, estimated at $4.7 billion, could mortgage the cellular company's future earning power in order to placate some LIN holders in the short term.    ",0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,10,21,mortgage,placate
76,76,438,9,Analysts warned government restrictions and the slow vaccine rollout will hamper economic recovery efforts.,0 0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0,prevent,0 0 0 0 0 0 0 0 trigger1 0 0 0 effect 0 0,8,12,rollout,recovery
77,77,126,57,"Then yesterday, he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel's occupation of the West Bank. ",0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0,intend,0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0,16,6,linking,entice
78,78,263,194,"The company noted that its Fox-Meyer Drug Co., Ben Franklin Stores Inc. and Permian Corp. operations showed improvements as a result of restructuring moves. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 trigger1 0,26,20,.,a
79,79,561,57,"Through a strategic collaboration, AWS and Deloitte empower customers to transform their business and innovate faster by combining AWS technologies with Deloitte's deep industry experience.",0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,3,15,collaboration,innovate
80,80,376,307,"Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network.""",0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 effect 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0,10,3,made,catching
81,81,136,67,"Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company said. ",0 effect 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 effect 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,1,prices,gains
82,82,373,304,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,12,wanted,crying
83,83,138,69,"Newsprint results continued to be depressed, the company added, because of industrywide price discounting.    ",0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0,cause,0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0,15,2,discounting,continued
84,84,339,270,"Concern about declines in other markets, especially New York, caused selling pressure.    ",cause 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,cause,trigger1 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,0,13,Concern,pressure
85,85,565,61,A fragmented centre-left opposition failed to pass a no-confidence motion in the three-time premier in February.,0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable,0 trigger1 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,1,13,fragmented,premier
86,86,166,97,"In addition, operating results were hit by an increase in loan and real estate loss reserves.    ",0 0 0 0 0 0 effect 0 0 cause 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 effect 0 0 trigger1 0 0 0 0 0 0 0 0 0,9,6,increase,hit
87,87,216,147,"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0,cause,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0,25,8,.,common
88,88,47,47,Other market-maker gripes: Program trading also causes the Nasdaq Composite Index to lose ground against other segments of the stock market.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Other,Other
89,89,558,54,"There is concern that failing to secure the framework deal might rock Switzerland's relationship with the EU at a time when more than half of all Swiss exports go to the bloc, which all but surrounds the landlocked country.",0 0 0 0 condition 0 0 0 0 0 0 0 effect effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 trigger1 0 0 0 0 0 0 0 effect effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,12,failing,Switzerland
90,90,581,77,"Ottawa has invested Can$36.5 million (US$30 million) over the past year to advance lunar and space technologies including micro-rovers, and to build a third-generation robotic arm dubbed Canadarm3.",condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,19,Ottawa,lunar
91,91,283,214,President Bush's political argument for going to a groundwar has been strengthened by the growing stream of reports ofwanton Iraqi destruction inside Kuwait.,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0,cause,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0,21,4,destruction,argument
92,92,290,221,"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,cause,0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,7,33,discount,.
93,93,512,8,"Analysts greeted reports that Senate Republicans plan to lift their infrastructure package to $1 trillion, bringing them somewhat closer to President Joe Biden's latest offer costing $1.7 trillion.",0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable,0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,6,27,plan,offer
94,94,207,138,"Institut Merieux S.A., which offered 942 million Canadian dollars (US$801.2 million), or C$37 a share for Connaught, said it would extend its bid, due to expire last Thursday, to Nov. 6.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0,33,27,due,it
95,95,144,75,"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 effect 0,cause,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 effect 0,5,17,sold,happy
96,96,134,65,"In anticipation of the start-up of its new factory, the company said a larger-than-normal chassis supply  has  been built  to carry it through the transition period. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 effect 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 effect 0 0 0 0 0 0,25,27,transition,.
97,97,208,139,"In a statement prepared by lawyers for the university and Connaught, the parties said they agreed that as a result of reaching a C415 million research accord, ""It is unnecessary that there be a judgment on the merits {of the case} at this time.""    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22,16,reaching,agreed
98,98,421,352,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.",0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0,27,11,blocked,created
99,99,539,35,"Tensions have eased between France and Rwanda since a March report acknowledged Paris was ""blind"" to the 1994 genocide in the east African nation, and bears overwhelming responsibility for the bloodshed.",0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable,0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,10,33,report,bloodshed
100,100,345,276,"And to protect their reduced capital investment from eroding further, market makers became quicker to lower price quotes when sell programs are in progress. ",0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause,0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0,16,2,lower,protect
101,101,282,213,"Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh problems growing out of themilitary situation. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 cause 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 trigger1 0,26,21,situation,problems
102,102,41,41,"Analysts had expected Consolidated to post a slim profit, and the company's stock was down only 25 cents to $30.25 in New York Stock Exchange composite trading yesterday. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Analysts,Analysts
103,103,252,183,"An international land, sea and air force  has mobilized sinceIraq's invasion, which  was sparked by disputes over oil, land andrepayment of war loans.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 cause 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 trigger1 0 0 0 0 0 0 0 0 0 0,18,16,disputes,sparked
104,104,219,150,"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ",0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0,29,12,sales,lost
105,105,563,59,"It gives Amazon the fabled Metro Goldwyn Mayer studios, an iconic name in Hollywood which has been through a series of ownership changes and bankruptcy in recent years.",condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,8,It,studios
106,106,27,27,"That's leaving small investors with cold feet, they said, and prompting institutions to take a reserved stance on the sidelines as well, at least until the market in New York settles down somewhat.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,That,That
107,107,162,93,"Earnings at Xerox's financial-services operations actually rose slightly, but that was largely because capital gains at Crum amp Forster offset Hurricane Hugo payments and the reserves set up  to cover future payments.    ",0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,23,9,Hugo,","
108,108,369,300,What makes Maria's story so special is that she was one of the lucky ones who were able to escape.,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0,cause,0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0,20,1,escape,makes
109,109,90,21,Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.,0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,5,17,spin,boost
110,110,547,43,The measure came into force as Chile passed the 50-percent mark of fully vaccinated adults -- over 7.7 million to date out a 15.2 million target population.,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,15,4,--,force
111,111,44,44,Stock-index arbitrage -- the computer-guided buying and selling of stocks with offsetting trades in stock-index futures to profit from fleeting price discrepancies -- affects the OTC market directly through the 31 stocks included in Standard amp Poor's 500-stock index.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Stock-index,Stock-index
112,112,132,63,"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,78,arranged,purchase
113,113,553,49,"In developing the concept for Future, Aptar's experts turned to recognized eco-design principles, which call for plastic dispensing products to be made from a mono-material to facilitate the recycling process.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition condition condition 0 0 0 effect 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 trigger1 trigger1 0 0 0 effect 0 0,29,35,facilitate,.
114,114,12,12,The company had a one-time charge of $14.8 million in the latest quarter covering the disposition of certain assets.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,The,The
115,115,484,55,"Morocco recently eased restrictions imposed to control the spread of the coronavirus, shortening a night-time curfew, but a long-standing state of emergency over the health crisis has been extended until June 10.",0 0 0 prevention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3,11,restrictions,coronavirus
116,116,315,246,"GMAC said its automotive financing and leasing business rose 35% in the U.S., largely because of dealer and customer incentives used to boost sales. ",0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0,cause,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0,22,8,used,rose
117,117,431,2,"President Joe Biden has pledged to work with opposition Republicans on key issues, and as Democrats control the Senate by a single vote, Schumer would need backing from several Republicans to forestall a potential filibuster that could block passage of the legislation.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 effect 0,36,43,filibuster,legislation
118,118,513,9,"This is the second time the fragmented centre-left opposition has failed to pass a no-confidence motion against him, their first attempt having fallen in February.",0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,10,19,failed,their
119,119,117,48,"In wooing British lawmakers, GM has pointed out that its willingness to settle for a minority stake would keep Jaguar British-owned and independent. ",0 0 0 0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend,0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 effect 0 0 0 0 0 0 0,13,19,settle,keep
120,120,156,87,The latest period had profit from continuing operations of $4 million.,0 0 0 0 effect 0 0 cause 0 0 0 0 0,cause,0 0 0 0 effect 0 0 trigger1 0 0 0 0 0,7,4,operations,profit
121,121,312,243,And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,0 0 0 0 cause 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 trigger1 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,8,taking,ensure
122,122,546,42,"If they beat Chelsea, City will have completed a memorable treble after clinching the Premier League title and lifting the League Cup earlier this season.",0 0 condition 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 trigger1 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,11,beat,treble
123,123,97,28,"The company said it expects to use the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible acquisitions. ",0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend,0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,6,21,use,establishing
124,124,62,62,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,LIN,LIN
125,125,453,24,"Turning back the Belarusian plane, French air control cited ""an order from the French prime minister"", Belavia said.",0 0 0 0 effect 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 effect 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0,12,4,order,plane
126,126,593,89,"""The 3.1 revision to the USB Power Delivery specification, which includes the capability to provide up to 48 V and 240 W of power, will help enable additional design opportunities for current and new users of USB Type-C technology,"" said Deric Waters, senior member of technical staff at Texas Instruments.",0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,7,31,Power,design
