corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,event0,event1,label,triplets
AFPNEWS,train24,25,0,enable_our_data_0_025,China's central bank also granted a $1.5 billion currency swap to finance imports from China in February as the rupee hit a record low of 202.73 to the dollar.,"[""Chinas central <ARG0>bank</ARG0> also <SIG0>grant</SIG0>ed a $1.5 billion currency swap to <ARG1>finance</ARG1> imports from China in February as the rupee hit a record low of 202.73 to the dollar.""]",1,bank,finance,enable,<triplet> bank <subj> finance <obj> enable
NEWS,train15,16,0,0_our_data_0_016,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",[],0,Co.,Sun,0,<triplet> Co. <subj> Sun <obj> 0
NEWS,train131,132,0,cause_our_data_0_0132,Rights attached to the company's common shares were issued that are triggered if a hostile bidder acquires more than 20% of the shares outstanding.,"[""Rights attached to the companys common shares were <ARG0>issued</ARG0> that are triggered if a hostile bidder <ARG1>acquires</ARG1> more than 20% of the shares outstanding.""]",1,issued,acquires,cause,<triplet> issued <subj> acquires <obj> cause
NEWS,train340,341,0,cause_our_data_0_0341,"Choudary has never announced a date for his march and area police said he had not contacted them about it, as march organizers are required to do beforehand.","[""Choudary has never <ARG1>announced</ARG1> a date for his march and area police said he had not contacted them about it, as march organizers are <ARG0>required</ARG0> to do beforehand.""]",1,required,announced,cause,<triplet> required <subj> announced <obj> cause
NEWS,train26,27,0,intend_our_data_0_027,"The message to the chief of staff was meant to be taken as a suggestionthat Sununu offer to resign, one highly placed source said. ","[""The <ARG0>message</ARG0> to the chief of staff was meant to be <ARG1>taken</ARG1> as a suggestionthat Sununu offer to resign, one highly placed source said.""]",1,message,taken,intend,<triplet> message <subj> taken <obj> intend
NEWS,train100,101,0,0_our_data_0_0101,"According to department policy, prosecutors must make a strong showing that lawyers' fees came from assets tainted by illegal profits before any attempts at seizure are made.    ",[],0,must,lawyers',0,<triplet> must <subj> lawyers' <obj> 0
NEWS,train137,138,0,cause_our_data_0_0138,"They've been given a mandate from Switzerland"" to expand their U.S. chocolate operations. ","[""Theyve been <ARG0>given</ARG0> a mandate from Switzerland to <ARG1>expand</ARG1> their U.S. chocolate operations.""]",1,given,expand,cause,<triplet> given <subj> expand <obj> cause
NEWS,train8,9,0,0_our_data_0_09,"Anheuser said it continues to hold to its earlier-announced goal of a 50% U.S. market share by the mid-1990s.    Beneath the tepid news-release jargon lies a powerful threat from the brewing giant, which last year accounted for about 41% of all U.S. beer sales and is expected to see that grow to 42.5% in the current year. ",[],0,tepid,to,0,<triplet> tepid <subj> to <obj> 0
AFPNEWS,train134,135,0,prevent_our_data_0_0135,Regular OralHealth CheckUps Partner with your dental professional regularly to prevent and detect signs of gum infection at its earliest stages,"[""Regular OralHealth <ARG0>CheckUps</ARG0> Partner with your dental professional regularly to <SIG0>prevent</SIG0> and detect signs of gum <ARG1>infection</ARG1> at its earliest stages""]",1,CheckUps,infection,prevent,<triplet> CheckUps <subj> infection <obj> prevent
NEWS,train115,116,0,cause_our_data_0_0116,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ","[""Dataproducts Inc. said it <ARG0>filed</ARG0> a lawsuit in Delaware Chancery Court to <ARG1>block</ARG1> a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.""]",1,filed,block,cause,<triplet> filed <subj> block <obj> cause
NEWS,train129,130,0,cause_our_data_0_0130,"Analysts noted that over the past 20 years, Mr. Fournier has built his company through astute stock-market activity and has warded off at least three takeover attempts. ","[""Analysts noted that over the past 20 years, Mr. Fournier has <ARG1>built</ARG1> his company through astute stock-market <ARG0>activity</ARG0> and has warded off at least three takeover attempts.""]",1,activity,built,cause,<triplet> activity <subj> built <obj> cause
NEWS,train21,22,0,intend_our_data_0_022,Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.,"[""Courtaulds PLC announced plans to <ARG0>spin</ARG0> off its textiles operations to existing shareholders in a restructuring to <ARG1>boost</ARG1> shareholder value.""]",1,spin,boost,intend,<triplet> spin <subj> boost <obj> intend
NEWS,train304,305,0,cause_our_data_0_0305,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',"[""He told me he <ARG0>wanted</ARG0> to see his mummy then I started <ARG1>crying</ARG1> and saidI do nt think youre ever going to see your mummy again.""]",1,wanted,crying,cause,<triplet> wanted <subj> crying <obj> cause
NEWS,train34,35,0,intend_our_data_0_035,"Philip Morris Cos., New York, adopted a defense measure designed to make a hostile takeover prohibitively expensive.    ","[""Philip Morris Cos., New York, <ARG0>adopted</ARG0> a defense measure designed to <ARG1>make</ARG1> a hostile takeover prohibitively expensive.""]",1,adopted,make,intend,<triplet> adopted <subj> make <obj> intend
NEWS,train332,333,0,cause_our_data_0_0333,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas.","[""But, he said football was helping <ARG1>keep</ARG1> people at home as University of Alabama fans <ARG0>cheered</ARG0> on their team in the National Championship Game against the University of Texas.""]",1,cheered,keep,cause,<triplet> cheered <subj> keep <obj> cause
NEWS,train317,318,0,cause_our_data_0_0318,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.,"[""The Texas legislature <ARG1>adopted</ARG1> the plan in 2003 after three contentious special sessions <ARG0>called</ARG0> by Republican Gov.""]",1,called,adopted,cause,<triplet> called <subj> adopted <obj> cause
NEWS,train52,53,0,intend_our_data_0_053,"Cineplex Odeon Corp. directors said the company's chairman and chief executive, Garth Drabinsky, is considering bidding 780.6 million Canadian dollars (US$666 million) to acquire the company.    ","[""Cineplex Odeon Corp. directors said the companys chairman and chief executive, Garth Drabinsky, is considering <ARG0>bidding</ARG0> 780.6 million Canadian dollars (US$666 million) to <ARG1>acquire</ARG1> the company.""]",1,bidding,acquire,intend,<triplet> bidding <subj> acquire <obj> intend
NEWS,train346,347,0,cause_our_data_0_0347,"But in recent years as Spain has enlisted increased cooperation from France in cracking down on ETA hideouts, there have been various exchanges of gunfire between ETA suspects and French police, wounding some officers.","[""But in recent years as Spain has <ARG0>enlisted</ARG0> increased cooperation from France in cracking down on ETA hideouts, there have been various exchanges of gunfire between ETA suspects and French police, <ARG1>wounding</ARG1> some officers.""]",1,enlisted,wounding,cause,<triplet> enlisted <subj> wounding <obj> cause
NEWS,train95,96,0,0_our_data_0_096,"The company said it estimates the Desert Inn remodeling will cost about $32 million, and the refurbishment of the three DC-8-62 aircraft, made by McDonnell Douglas Corp., will cost around $24.5 million.    ",[],0,McDonnell,three,0,<triplet> McDonnell <subj> three <obj> 0
AFPNEWS,train42,43,0,enable_our_data_0_043,"If they beat Chelsea, City will have completed a memorable treble after clinching the Premier League title and lifting the League Cup earlier this season.","[""If they <ARG0>beat</ARG0> Chelsea, City will have completed a memorable <ARG1>treble</ARG1> after clinching the Premier League title and <SIG0>lift</SIG0>ing the League Cup earlier this season.""]",1,beat,treble,enable,<triplet> beat <subj> treble <obj> enable
NEWS,train140,141,0,0_our_data_0_0141,"Profit also suffered because of ""intense"" discounting in its long-haul trucking business, the company said.    ",[],0,company,suffered,0,<triplet> company <subj> suffered <obj> 0
AFPNEWS,train59,60,0,enable_our_data_0_060,"It gives Amazon the fabled Metro Goldwyn Mayer studios, an iconic name in Hollywood which has been through a series of ownership changes and bankruptcy in recent years.","[""<ARG0>It</ARG0> <SIG0>give</SIG0>s Amazon the fabled Metro Goldwyn Mayer <ARG1>studios</ARG1>, an iconic name in Hollywood which has been through a series of ownership changes and bankruptcy in recent years.""]",1,It,studios,enable,<triplet> It <subj> studios <obj> enable
AFPNEWS,train142,143,0,prevent_our_data_0_0143,-- Regular Oral-Health Check-Ups Partner with your dental professional regularly to prevent and detect signs of gum infection at its earliest stages.,"[""-- Regular Oral-Health Check-Ups Partner with your dental <ARG0>professional</ARG0> regularly to <SIG0>prevent</SIG0> and detect signs of gum <ARG1>infection</ARG1> at its earliest stages.""]",1,professional,infection,prevent,<triplet> professional <subj> infection <obj> prevent
NEWS,train18,19,0,0_our_data_0_019,"Ogden Projects, which has interests in solid-waste recovery and hazardous-waste cleanup, said it has 13 facilities in operation, up from seven a year ago.    ",[],0,hazardous-waste,solid-waste,0,<triplet> hazardous-waste <subj> solid-waste <obj> 0
NEWS,train359,360,0,enable_our_data_0_0360,"Elected in 1810, he signed an obscure redistricting bill that enabled greater and perhaps disproportionate Republican representation in the Massachusetts legislature.","[""Elected in 1810, he <ARG0>signed</ARG0> an obscure redistricting bill that <ARG1>enabled</ARG1> greater and perhaps disproportionate Republican representation in the Massachusetts legislature.""]",1,signed,enabled,enable,<triplet> signed <subj> enabled <obj> enable
NEWS,train110,111,0,0_our_data_0_0111,Last Friday's announcement was the first official word that the project was in trouble and that the company's plans for a surge in market share may have been overly optimistic.,[],0,Last,that,0,<triplet> Last <subj> that <obj> 0
NEWS,train162,163,0,0_our_data_0_0163,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,[],0,to,LIN,0,<triplet> to <subj> LIN <obj> 0
NEWS,train1,2,0,prevent_our_data_0_02,"Subcontractors  will  be offered a settlement and a swift transition to new management  is expected  to avert an exodus of skilled workers from Waertsilae Marine's two big shipyards, government officials said.    ","[""Subcontractors  will  be offered a settlement and a swift <ARG0>transition</ARG0> to new management  is expected  to avert an <ARG1>exodus</ARG1> of skilled workers from Waertsilae Marines two big shipyards, government officials said.""]",1,transition,exodus,prevent,<triplet> transition <subj> exodus <obj> prevent
