,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Average_Similarity
536,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Iran in an effort to prevent the government from further developing nuclear weapons.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Iran in an effort to prevent the government from further <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,
537,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Syria in an effort to prevent the government from committing human rights abuses.,"[""The United States has imposed economic <ARG0>Sanctions</ARG0> on Syria in an effort to prevent the government from committing human rights <ARG1>Abuses</ARG1>.""]",0.0,Economic Sanctions,Human Rights Abuses,prevent,prevent,Economic Sanctions prevent Human Rights Abuses,
538,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a new law to protect the rights of immigrants in an effort to promote diversity.,"[""The government <ARG0>passed</ARG0> a new law to protect the rights of immigrants in an effort to <ARG1>promote</ARG1> diversity.""]",0.0,Government Passes New Law,Promote Diversity,intend,intend,Government Passes New Law intend Promote Diversity,0.78350675
539,cnc,1.0,1.0,0.0,prevent_1_1_0,"In its first update since 2016, the International Society for Stem Cell Research (ISSCR) said the decades-old rule had little scientific merit, so they stopped short of giving the green light for researchers to breach the time constraint, which is baked into law in some countries.","[""In its first update since 2016, the International Society for Stem Cell Research (ISSCR) said the decades-old rule had little <ARG0>scientific</ARG0> merit, so they stopped short of giving the green light for <ARG1>researchers</ARG1> to breach the time constraint, which is baked into law in some countries.""]",0.0,Scientific Breakthrough,Regulatory Change,prevent,prevent,Scientific Breakthrough prevent Regulatory Change,
540,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an end to the use of <ARG1>incendiary</ARG1> weapons in any form.""]",0.0,International Agreement,Weapons Control,enable,enable,International Agreement enable Weapons Control,
541,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the use of forced labor, including introducing new laws to regulate the employment of vulnerable populations.","[""The government has taken steps to prevent the use of <ARG1>forced labor</ARG1>, including introducing new <ARG0>laws</ARG0> to regulate the employment of vulnerable populations.""]",0.0,Natural Disaster,Legal Change,prevent,prevent,Natural Disaster prevent Legal Change,
542,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase funding for infrastructure projects, in an effort to create jobs and stimulate economic growth.","[""The government <ARG0>passed</ARG0> a law to increase funding for infrastructure projects, in an effort to <ARG1>create</ARG1> jobs and stimulate economic growth.""]",0.0,Government Policy Change,Economic Stimulus,intend,intend,Government Policy Change intend Economic Stimulus,0.78350675
543,cnc,1.0,1.0,0.0,intend_1_1_0,"The government is introducing a new law to protect the rights of the homeless, in an effort to ensure access to housing and other basic needs.","[""The government is <ARG0>introducing</ARG0> a new law to protect the rights of the homeless, in an effort to <ARG1>ensure</ARG1> access to housing and other basic needs.""]",0.0,Social Policy Change,Human Rights Protection,intend,intend,Social Policy Change intend Human Rights Protection,0.78350675
544,cnc,1.0,1.0,0.0,intend_1_1_0,The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to healthcare.,"[""The United Nations <ARG0>passed</ARG0> a resolution to <ARG1>promote</ARG1> the rights of people with disabilities and ensure their access to healthcare.""]",0.0,Government Policy Change,Social Justice Movement,intend,intend,Government Policy Change intend Social Justice Movement,0.78350675
545,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed <ARG0>Sanctions</ARG0> on Syria in an effort to prevent the country from committing human rights <ARG1>Abuses</ARG1>.""]",0.0,Economic Sanction,Human Rights Abuse,prevent,prevent,Economic Sanction prevent Human Rights Abuse,
546,cnc,1.0,1.0,0.0,cause_1_1_0,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ","[""But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still <ARG1>flawed</ARG1> because the company does n t have to <ARG0>wait</ARG0> five years to begin buying more LIN shares.""]",0.0,Regulatory Approval Delay,Flawed Proposal,cause,cause,Regulatory Approval Delay cause Flawed Proposal,0.7043338
547,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has introduced a new law to protect the rights of minorities, in an effort to ensure equal access to services and opportunities.","[""The government has <ARG0>introduced</ARG0> a new law to protect the rights of minorities, in an effort to <ARG1>ensure</ARG1> equal access to services and opportunities.""]",0.0,Legal/Regulatory Change,Social Justice/Equality,intend,intend,Legal/Regulatory Change intend Social Justice/Equality,0.78350675
548,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to healthcare in an effort to improve public health.,"[""The government passed a law to <ARG0>increase</ARG0> access to healthcare in an effort to <ARG1>improve</ARG1> public health.""]",0.0,Government Policy Change,Improve Public Health,intend,intend,Government Policy Change intend Improve Public Health,0.78350675
549,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the conflict in Yemen and the establishment of a ceasefire.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an end to the conflict in Yemen and the establishment of a <ARG1>ceasefire</ARG1>.""]",0.0,Natural Disaster,Political Resolution,enable,enable,Natural Disaster enable Political Resolution,
550,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be investing in new technology initiatives to promote innovation and technological advancement.,"[""The government has also announced that it will be <ARG0>investing</ARG0> in new technology initiatives to <ARG1>promote</ARG1> innovation and technological advancement.""]",0.0,Natural Disaster,Government Investment in Innovation,enable,enable,Natural Disaster enable Government Investment in Innovation,
551,cnc,1.0,1.0,0.0,enable_1_1_0,The company has also announced that it will be investing in new social programs to support the local community.,"[""The company has also announced that it will be <ARG0>investing</ARG0> in new social programs to <ARG1>support</ARG1> the local community.""]",0.0,Corporate Social Responsibility Initiative,Community Support Program,enable,enable,Corporate Social Responsibility Initiative enable Community Support Program,
552,cnc,1.0,1.0,0.0,enable_1_1_0,The company has also announced that it will be investing in new infrastructure projects to improve the quality of life in the local community.,"[""The company has also announced that it will be <ARG0>investing</ARG0> in new infrastructure projects to <ARG1>improve</ARG1> the quality of life in the local community.""]",0.0,Natural Disaster,Economic Development Initiative,enable,enable,Natural Disaster enable Economic Development Initiative,
553,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to mental health services in an effort to reduce stigma and improve public health.,"[""The government <ARG0>passed</ARG0> a law to increase access to mental health services in an effort to <ARG1>reduce</ARG1> stigma and improve public health.""]",0.0,Natural Disaster,Legislative Change,intend,intend,Natural Disaster intend Legislative Change,0.78350675
554,cnc,1.0,1.0,0.0,enable_1_1_0,The country has lifted nearly all virus-related restrictions and many Russians are refusing to wear masks on public transport and in other public places.,"[""The <ARG0>country</ARG0> has lifted nearly all virus-related restrictions and many Russians are refusing to <ARG1>wear</ARG1> masks on public transport and in other public places.""]",0.0,Public Health Crisis,Social Unrest,enable,enable,Public Health Crisis enable Social Unrest,
555,cnc,1.0,1.0,0.0,enable_1_1_0,The World Bank has approved a new loan package to help developing countries reduce poverty and improve access to healthcare and education.,"[""The World Bank has approved a new <ARG0>loan</ARG0> package to help developing countries <ARG1>reduce</ARG1> poverty and improve access to healthcare and education.""]",0.0,Natural Disaster,Economic Aid and Development Assistance,enable,enable,Natural Disaster enable Economic Aid and Development Assistance,
556,cnc,1.0,1.0,0.0,intend_1_1_0,The European Union has proposed a new set of regulations to protect the environment from the effects of industrial pollution.,"[""The European Union has <ARG0>proposed</ARG0> a new set of regulations to <ARG1>protect</ARG1> the environment from the effects of industrial pollution.""]",0.0,Regulatory Change,Environmental Protection,intend,intend,Regulatory Change intend Environmental Protection,0.78350675
557,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to increase funding for public education, in an effort to improve educational outcomes.","[""The government has <ARG0>passed</ARG0> a law to increase funding for public education, in an effort to <ARG1>improve</ARG1> educational outcomes.""]",0.0,Government Policy Change,Education Improvement,intend,intend,Government Policy Change intend Education Improvement,0.78350675
558,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a new law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.","[""The government has <ARG0>passed</ARG0> a new law to increase the availability of renewable energy sources, in an effort to <ARG1>reduce</ARG1> dependence on fossil fuels.""]",0.0,Government Policy Change,Environmental Policy Change,intend,intend,Government Policy Change intend Environmental Policy Change,0.78350675
559,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new programs to support small businesses and entrepreneurs.,"[""The government has also announced that it will be introducing new <ARG0>programs</ARG0> to <ARG1>support</ARG1> small businesses and entrepreneurs.""]",0.0,Government Initiative,Support for Small Businesses and Entrepreneurs,enable,enable,Government Initiative enable Support for Small Businesses and Entrepreneurs,
560,cnc,1.0,1.0,0.0,intend_1_1_0,"The government is introducing a new law to protect the rights of immigrants, in an effort to ensure equal access to services and opportunities.","[""The government is <ARG0>introducing</ARG0> a new law to protect the rights of immigrants, in an effort to <ARG1>ensure</ARG1> equal access to services and opportunities.""]",0.0,Government Policy Change,Social Justice Movement,intend,intend,Government Policy Change intend Social Justice Movement,0.78350675
561,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.","[""The government has <ARG0>passed</ARG0> a law to increase the minimum wage, in an effort to <ARG1>reduce</ARG1> poverty and improve living standards.""]",0.0,Government Policy Change,Economic Change,intend,intend,Government Policy Change intend Economic Change,0.78350675
